Eugenie Russell 1,3,2,4,3,2,0,2,3,1,0
Karin Alexandrov 1,3,4,2,0,0,4,2,2,1,4
Jardan 1,4,3,1,3,2,0,4,2,2,1
Taelor 1,3,1,3,4,4,1,4,0,0,2
Aedan 1,1,2,3,1,0,2,1,1,3,1
Saria 1,0,0,1,0,0,1,2,1,1,2
Zaera 1,3,1,0,4,3,1,0,4,3,4
Mael 1,3,0,3,4,3,1,3,2,1,1
Keana 1,3,3,3,1,4,3,3,1,3,3
Tarai 1,0,4,2,4,4,3,0,1,3,1
Anix 1,0,3,2,3,3,0,0,0,1,2
Nayel 1,1,1,2,4,1,1,2,4,4,0
Zeya Cook 2,2,4,4,2,0,2,4,2,0,4
Tan Ellis 2,2,4,3,0,1,1,1,0,3,0
Hale Green 2,4,1,0,3,3,3,0,1,4,1
Ashlin Hall 2,3,4,0,3,3,0,3,4,4,0
Malak Fukui 2,2,4,1,0,0,4,2,2,0,1
Ziva Callahan 2,4,3,3,2,2,3,4,3,3,4
Beva Drugov 2,1,2,0,1,0,3,2,4,3,3
Abe Arima 2,4,4,2,1,4,3,1,3,1,3
Taren Yates 2,4,2,1,2,4,4,3,2,1,0
Arlyn Booth 2,0,0,1,0,1,0,3,4,4,1
Han Barnes 2,1,4,1,2,0,2,2,1,2,4
Dayle Rogers 2,0,2,0,0,2,0,2,2,4,1
Hayden Carson 2,1,4,1,4,2,1,3,3,1,1
Mel McBride 2,3,3,4,0,3,2,0,4,1,2
Isha Hayakawa 2,1,4,0,3,3,2,3,4,3,0
Fran Abrankowich 2,2,2,2,1,2,0,1,2,4,2
Noe Walker 2,2,2,3,0,0,4,1,1,2,2
Deron Richard 2,0,4,2,3,0,3,3,4,3,2
Nickie Ramirez 2,3,1,1,0,1,4,4,3,4,4
Lowan Romero 2,1,2,2,1,4,0,0,1,3,0
Amir Bolton 2,3,4,3,4,4,0,0,3,2,3
Jill Montoya 2,1,4,3,2,1,2,3,1,2,2
Vane Hodge 2,2,1,4,2,4,4,1,0,0,3
Nikita Watson 2,3,0,4,3,4,0,1,2,3,1
Torrey Watson 2,2,3,3,2,3,2,2,0,4,4
Lex Peters 2,1,4,3,2,2,2,2,0,1,4
Gail Wells 2,3,4,1,4,3,2,1,4,0,2
Nolan Hunter 2,2,2,1,1,1,1,4,0,1,3
Gale Chapman 2,2,0,1,4,2,2,2,1,0,4
Leone Mills 2,4,1,0,4,3,2,1,3,1,1
Kerrie Ray 2,0,3,0,0,0,2,2,3,3,3
Avery Higashi 2,0,2,0,1,4,2,1,4,4,2
Lee Savage 2,2,4,1,2,2,2,2,0,4,3
Harley Carroll 2,3,4,3,2,0,4,1,1,1,2
Gene Hawkins 2,4,1,4,3,4,2,4,2,1,2
Remy Hall 2,3,0,0,3,3,1,1,2,0,3
Terran Wells 2,3,4,0,4,3,2,4,3,1,1
Blake Ishimoto 2,1,0,3,0,4,1,0,4,0,1
Devyn Pearson 2,4,1,0,4,3,1,1,0,2,2
Eva Ellis 2,3,1,4,3,1,3,0,2,0,3
Harper Ellis 2,1,0,1,4,1,3,3,2,3,1
Fenix Ellis 2,0,0,4,0,4,2,3,2,1,1
Oriel Cook 2,2,3,4,1,0,1,0,1,4,3
Osha Green 2,1,4,1,1,3,2,3,4,0,4
Heath Steele 2,3,2,3,0,1,3,1,0,1,3
Yuri Mills 2,0,1,1,0,4,4,3,3,3,2
Jona Davis 2,2,2,1,2,4,1,0,3,1,0
Ator Davis 2,1,3,0,2,3,2,3,3,1,3
Jordan Washington 2,0,0,0,0,1,4,3,2,0,4
Farron Washington 2,0,4,3,1,4,2,3,4,2,3
Caden Andrews 2,0,3,3,3,3,1,4,4,4,0
Gaylen Russell 2,3,2,0,4,0,2,0,3,2,1
Jodey Agaki 2,2,0,3,2,2,3,4,1,3,2
Briana Chambers 2,2,0,4,2,3,2,1,3,0,0
Ismy Arima 2,4,2,0,4,1,0,0,3,2,0
Eli Booth 2,1,4,1,1,2,3,1,3,4,2
Leigh Kent 2,2,0,3,4,3,4,0,3,1,3
Jonah Malone 2,2,2,4,0,1,2,2,3,4,4
Valerian Fukui 2,1,4,2,1,0,1,2,3,1,4
Jin Komatsu 2,0,2,0,3,1,0,0,4,2,1
Dallan Jordan 2,2,2,1,1,0,1,3,0,1,0
Yera Romero 2,0,4,2,3,4,4,3,2,1,2
Kai Rogers 2,4,3,0,4,1,4,3,3,2,1
Cal Allen 2,3,1,2,0,2,0,3,3,0,2
Tyler Carrillo 2,0,0,4,3,3,3,2,2,1,1
Idris Kalashnik 2,3,4,3,1,2,0,1,4,0,3
Skye Duran 2,1,0,4,0,4,0,1,0,4,3
Hedly Walker 2,2,0,1,0,1,1,3,1,3,3
Shae Thomas 2,3,0,4,0,1,3,4,1,3,3
Pax Houghton 2,3,1,4,0,4,3,3,3,3,0
Lonnie Gordon 2,1,3,3,1,0,2,1,2,1,3
Remi Sharp 2,2,2,0,4,3,3,4,1,4,0
Jose Cain 2,1,3,3,0,1,2,2,2,0,4
Espen Nakahara 2,1,0,4,1,0,4,0,2,0,0
Aeran Lester 2,2,3,4,4,4,3,1,3,3,4
Evin Reid 2,3,1,0,0,1,3,0,0,3,1
Gallan Reid 2,3,1,4,4,2,3,4,4,1,1
Xavier Blake 2,0,4,3,0,0,3,1,1,0,2
Alia Swanson 2,2,3,1,4,4,4,3,0,4,0
Zyra Lee 2,0,0,0,4,4,0,1,0,1,3
Malak Kovalenko 2,3,1,0,1,2,4,4,3,1,0
Roan Rowen 2,4,3,3,0,3,0,2,1,1,2
Tristan Fukui 2,1,2,2,2,0,1,1,0,2,3
Flann Hollow 2,0,4,0,3,0,4,0,3,4,4
Lane Thomas 2,1,1,4,3,2,1,1,3,3,2
Nicol Wells 2,2,4,4,3,4,0,1,2,1,4
Ballard Case 2,2,0,0,1,3,2,0,2,4,3
Hali Okuma 2,0,3,3,4,0,1,3,3,4,4
Eugenie Russell 2,1,4,4,1,3,0,3,0,4,1
Karin Alexandrov 2,0,0,1,1,4,0,3,3,3,3
Jardan 2,0,0,1,3,0,4,4,1,4,1
Taelor 2,0,1,1,0,4,1,1,3,4,3
Aedan 2,3,0,1,4,4,2,3,1,4,2
Saria 2,3,1,2,3,0,4,3,4,4,2
Zaera 2,3,4,1,2,1,0,3,2,2,3
Mael 2,3,1,0,4,4,3,4,0,2,2
Keana 2,4,2,2,1,2,1,4,4,1,3
Tarai 2,4,3,0,2,0,1,0,3,4,4
Anix 2,3,1,0,4,2,1,4,0,2,4
Nayel 2,1,3,4,2,3,4,0,2,1,4
Zeya Cook 3,4,2,3,0,3,0,4,2,4,1
Tan Ellis 3,3,4,3,2,0,0,0,1,1,0
Hale Green 3,4,3,3,2,3,3,3,0,3,3
Ashlin Hall 3,0,1,0,3,3,0,4,1,4,3
Malak Fukui 3,1,3,0,1,4,1,3,3,1,0
Ziva Callahan 3,2,0,3,1,0,2,0,4,4,2
Beva Drugov 3,1,2,4,2,1,3,1,1,1,2
Abe Arima 3,0,4,2,2,2,2,1,3,1,4
Taren Yates 3,2,3,4,4,1,4,1,4,1,3
Arlyn Booth 3,1,2,0,4,4,1,4,2,0,3
Han Barnes 3,1,2,3,1,1,1,2,0,4,1
Dayle Rogers 3,4,2,3,3,4,2,3,3,0,4
Hayden Carson 3,1,1,4,1,0,3,3,2,4,0
Mel McBride 3,2,3,2,4,0,2,0,2,1,0
Isha Hayakawa 3,2,3,3,1,0,3,1,2,4,2
Fran Abrankowich 3,0,2,0,1,2,2,0,0,2,0
Noe Walker 3,4,3,3,2,0,3,1,2,1,4
Deron Richard 3,1,4,1,1,3,3,4,3,2,2
Nickie Ramirez 3,2,0,0,2,0,3,2,0,2,3
Lowan Romero 3,1,3,2,2,2,3,0,4,2,4
Amir Bolton 3,4,3,1,3,0,3,3,4,4,2
Jill Montoya 3,4,2,0,4,2,4,0,4,0,0
Vane Hodge 3,0,3,1,3,2,0,4,1,3,1
Nikita Watson 3,3,3,1,1,1,2,3,0,0,4
Torrey Watson 3,1,4,4,1,4,2,3,4,3,3
Lex Peters 3,4,1,2,0,1,4,0,4,4,4
Gail Wells 3,0,2,1,4,2,2,1,2,1,1
Nolan Hunter 3,2,4,0,3,2,2,1,0,1,1
Gale Chapman 3,1,2,1,3,0,4,4,1,4,4
Leone Mills 3,4,4,3,4,0,1,4,3,3,0
Kerrie Ray 3,3,2,0,4,2,1,4,4,4,2
Avery Higashi 3,3,4,4,3,4,3,4,3,4,0
Lee Savage 3,4,2,2,0,4,2,0,0,0,3
Harley Carroll 3,4,1,2,0,1,4,3,0,2,2
Gene Hawkins 3,2,2,0,2,1,4,1,1,4,1
Remy Hall 3,3,2,4,1,3,1,0,3,2,4
Terran Wells 3,2,0,2,3,0,3,3,2,4,3
Blake Ishimoto 3,0,0,0,2,4,3,4,2,4,4
Devyn Pearson 3,4,2,4,0,0,2,3,2,2,2
Eva Ellis 3,2,3,1,1,4,1,2,3,2,4
Harper Ellis 3,4,2,4,3,2,1,1,1,3,0
Fenix Ellis 3,1,4,3,3,3,2,0,2,4,4
Oriel Cook 3,4,1,4,1,4,2,0,1,1,0
Osha Green 3,3,1,2,4,1,4,1,1,4,3
Heath Steele 3,1,3,3,1,4,2,0,1,3,3
Yuri Mills 3,4,4,4,1,3,0,2,3,3,0
Jona Davis 3,4,4,0,1,3,3,1,0,1,1
Ator Davis 3,0,1,3,0,1,1,3,0,0,1
Jordan Washington 3,1,1,3,1,0,2,1,3,2,2
Farron Washington 3,4,0,2,3,1,0,0,3,4,4
Caden Andrews 3,1,0,1,1,4,2,1,0,3,4
Gaylen Russell 3,0,3,0,3,1,2,4,0,1,0
Jodey Agaki 3,3,2,4,0,0,0,4,1,4,2
Briana Chambers 3,3,4,2,4,2,3,1,3,0,2
Ismy Arima 3,3,1,3,4,1,0,0,4,2,0
Eli Booth 3,3,0,2,0,4,1,2,3,4,2
Leigh Kent 3,1,3,4,1,4,2,0,3,0,1
Jonah Malone 3,2,1,2,1,3,4,4,4,4,0
Valerian Fukui 3,1,0,1,2,4,3,2,3,0,2
Jin Komatsu 3,3,0,0,0,1,3,1,4,3,1
Dallan Jordan 3,2,0,1,2,3,4,3,2,2,2
Yera Romero 3,0,2,3,3,1,4,2,4,3,4
Kai Rogers 3,4,0,2,4,4,2,4,4,2,3
Cal Allen 3,2,2,4,4,3,0,4,1,4,4
Tyler Carrillo 3,2,4,0,2,2,1,3,0,4,3
Idris Kalashnik 3,1,3,3,3,2,0,0,2,3,0
Skye Duran 3,0,4,3,1,1,3,1,3,2,2
Hedly Walker 3,3,3,2,1,0,0,1,0,3,2
Shae Thomas 3,3,1,4,4,1,1,4,1,4,1
Pax Houghton 3,4,4,2,3,1,0,4,3,2,0
Lonnie Gordon 3,2,2,4,2,4,3,3,4,3,2
Remi Sharp 3,3,3,2,1,0,1,2,3,3,3
Jose Cain 3,2,0,3,3,1,1,1,2,2,2
Espen Nakahara 3,4,4,4,4,3,0,4,0,2,3
Aeran Lester 3,4,1,1,1,0,4,4,2,2,0
Evin Reid 3,3,4,3,4,0,1,0,0,0,2
Gallan Reid 3,4,0,2,3,1,3,4,0,4,4
Xavier Blake 3,4,2,4,0,4,0,3,1,3,4
Alia Swanson 3,1,3,1,2,1,2,4,0,0,4
Zyra Lee 3,3,2,3,2,4,2,1,0,4,4
Malak Kovalenko 3,4,4,1,2,4,3,1,3,4,2
Roan Rowen 3,4,3,4,4,0,3,4,1,4,3
Tristan Fukui 3,4,4,3,3,3,4,0,4,3,0
Flann Hollow 3,4,1,2,0,3,0,2,3,4,1
Lane Thomas 3,3,1,0,3,1,1,2,2,3,3
Nicol Wells 3,1,0,0,0,4,4,3,2,4,3
Ballard Case 3,2,2,2,2,3,2,4,3,0,0
Hali Okuma 3,1,1,2,3,1,3,3,0,3,1
Eugenie Russell 3,4,1,4,1,3,1,1,2,0,2
Karin Alexandrov 3,2,3,1,2,2,0,1,1,4,3
Jardan 3,1,3,2,2,0,4,4,1,2,3
Taelor 3,4,1,0,4,1,1,3,0,1,3
Aedan 3,4,3,0,3,0,3,2,4,3,4
Saria 3,3,0,1,3,3,1,1,1,0,2
Zaera 3,2,2,3,1,3,4,1,3,2,2
Mael 3,2,0,4,0,0,2,2,4,4,2
Keana 3,4,4,2,1,2,4,2,4,2,2
Tarai 3,1,1,0,1,3,2,3,2,3,1
Anix 3,2,1,2,0,1,4,2,3,1,1
Nayel 3,4,1,0,1,2,4,1,1,1,3
Zeya Cook 4,1,1,4,3,4,1,3,0,0,2
Tan Ellis 4,2,4,0,0,3,1,0,2,1,2
Hale Green 4,4,1,1,1,2,1,3,4,0,0
Ashlin Hall 4,0,2,0,2,4,0,0,0,3,0
Malak Fukui 4,2,1,1,4,4,2,1,4,2,1
Ziva Callahan 4,0,0,1,1,1,0,2,2,0,2
Beva Drugov 4,4,0,4,2,3,1,4,3,4,3
Abe Arima 4,3,2,2,1,3,1,0,3,1,2
Taren Yates 4,2,2,4,3,2,3,1,2,1,2
Arlyn Booth 4,0,4,0,4,3,2,2,0,3,1
Han Barnes 4,3,1,0,3,1,1,4,3,0,2
Dayle Rogers 4,2,2,2,3,3,2,0,2,2,2
Hayden Carson 4,1,2,1,2,1,4,4,3,2,1
Mel McBride 4,0,4,1,2,3,1,2,3,3,2
Isha Hayakawa 4,3,2,0,0,4,3,2,0,1,3
Fran Abrankowich 4,4,1,2,0,3,2,1,4,4,1
Noe Walker 4,0,0,4,2,3,0,1,3,4,2
Deron Richard 4,0,2,3,0,2,1,3,4,0,2
Nickie Ramirez 4,3,1,0,1,4,1,2,4,4,3
Lowan Romero 4,2,0,2,1,0,0,3,0,4,4
Amir Bolton 4,3,2,1,2,0,4,2,1,3,1
Jill Montoya 4,3,3,2,2,2,4,4,2,2,0
Vane Hodge 4,0,1,3,4,4,2,2,2,0,0
Nikita Watson 4,1,0,4,1,1,1,1,2,3,2
Torrey Watson 4,0,0,1,3,4,0,3,0,0,4
Lex Peters 4,1,1,3,1,2,1,4,1,1,1
Gail Wells 4,4,1,2,1,1,3,1,1,4,4
Nolan Hunter 4,4,4,0,4,1,2,0,3,3,2
Gale Chapman 4,4,3,1,4,3,3,4,4,3,1
Leone Mills 4,0,4,0,1,4,3,1,4,0,0
Kerrie Ray 4,4,4,2,1,3,2,0,0,4,0
Avery Higashi 4,1,2,4,4,1,2,2,2,4,4
Lee Savage 4,1,1,0,1,0,3,2,4,4,1
Harley Carroll 4,0,3,0,3,0,3,4,3,0,2
Gene Hawkins 4,1,2,3,1,3,0,1,4,3,4
Remy Hall 4,1,1,3,4,3,4,3,2,2,2
Terran Wells 4,0,2,1,1,0,2,4,2,2,0
Blake Ishimoto 4,2,0,2,3,1,3,1,3,0,0
Devyn Pearson 4,0,1,0,2,4,3,3,1,3,2
Eva Ellis 4,3,1,4,0,1,2,0,1,1,0
Harper Ellis 4,3,3,0,4,1,4,0,4,4,0
Fenix Ellis 4,2,3,3,0,4,4,2,4,4,0
Oriel Cook 4,1,2,1,0,1,3,1,4,3,0
Osha Green 4,3,3,1,4,1,0,4,4,1,1
Heath Steele 4,1,4,4,2,2,0,2,4,3,0
Yuri Mills 4,1,1,0,3,3,3,1,2,3,4
Jona Davis 4,1,4,3,3,4,4,2,2,2,3
Ator Davis 4,4,0,3,1,3,0,2,0,3,0
Jordan Washington 4,1,0,0,3,3,1,1,1,1,3
Farron Washington 4,3,4,4,0,1,2,0,1,0,2
Caden Andrews 4,2,3,0,3,3,4,4,3,4,2
Gaylen Russell 4,3,3,3,3,4,4,4,4,0,4
Jodey Agaki 4,3,2,4,4,1,0,1,3,2,1
Briana Chambers 4,3,2,4,4,0,3,0,4,1,0
Ismy Arima 4,4,3,3,3,2,1,4,0,4,3
Eli Booth 4,1,0,4,4,0,0,1,4,0,2
Leigh Kent 4,3,4,3,0,0,1,1,0,2,0
Jonah Malone 4,1,1,0,4,2,2,2,3,2,4
Valerian Fukui 4,3,0,4,4,0,3,2,0,4,1
Jin Komatsu 4,3,1,4,2,1,4,2,3,4,3
Dallan Jordan 4,2,3,2,2,3,4,4,3,1,4
Yera Romero 4,0,2,2,3,1,2,3,2,1,2
Kai Rogers 4,2,0,4,3,1,4,2,0,0,0
Cal Allen 4,1,3,0,3,0,2,1,2,1,1
Tyler Carrillo 4,4,2,3,2,1,1,1,2,2,4
Idris Kalashnik 4,1,0,4,2,2,0,2,0,0,0
Skye Duran 4,2,2,2,3,4,4,3,4,3,3
Hedly Walker 4,4,4,0,3,4,2,1,0,1,0
Shae Thomas 4,4,0,0,3,2,4,1,2,3,4
Pax Houghton 4,2,1,1,1,0,2,0,0,2,4
